CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,MARGEN
P-1708,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,550014,-550014,0.0
P-1708,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,921206,-921206,0.0
P-1708,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,125100,-125100,0.0
P-1708,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,45820,-45820,0.0
P-1708,INGRESO,2023-05-01,2023.0,5.0,392191,0,392191,0.0
P-1709,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2329046,-2329046,0.0
P-1709,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2536331,-2536331,0.0
P-1709,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2443674,-2443674,0.0
P-1709,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2333919,-2333919,0.0
P-1709,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,7623760,-7623760,0.0
P-1709,COSTO MATERIALES,2023-02-01,2023.0,2.0,301175,5170809,-4869634,0.0
P-1709,COSTO MATERIALES,2023-03-01,2023.0,3.0,116815,2371602,-2254787,0.0
P-1709,COSTO MATERIALES,2023-04-01,2023.0,4.0,3244,8592741,-8589497,0.0
P-1709,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,3154246,-3154246,0.0
P-1709,INGRESO,2023-01-01,2023.0,1.0,11346536,0,11346536,0.0
P-1709,INGRESO,2023-02-01,2023.0,2.0,20118703,0,20118703,0.0
P-1709,INGRESO,2023-03-01,2023.0,3.0,20143029,0,20143029,0.0
P-1709,INGRESO,2023-04-01,2023.0,4.0,14091577,0,14091577,0.0
P-1709,INGRESO,2023-05-01,2023.0,5.0,11127770,0,11127770,0.0
P-1712,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,3065096,-3065096,0.0
P-1712,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2079803,-2079803,0.0
P-1712,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2083302,-2083302,0.0
P-1712,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2791400,-2791400,0.0
P-1712,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,1762947,-1762947,0.0
P-1712,COSTO MATERIALES,2023-02-01,2023.0,2.0,210848,1903078,-1692230,0.0
P-1712,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,2944488,-2944488,0.0
P-1712,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,7207806,-7207806,0.0
P-1712,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,5124213,-5124213,0.0
P-1712,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,3262061,-3262061,0.0
P-1712,INGRESO,2023-03-01,2023.0,3.0,10511239,0,10511239,0.0
P-1712,INGRESO,2023-04-01,2023.0,4.0,12701642,5443561,7258081,0.0
P-1712,INGRESO,2023-05-01,2023.0,5.0,15000000,0,15000000,0.0
P-1712,INGRESO,2023-06-01,2023.0,6.0,0,15000000,-15000000,0.0
P-1713,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,340385,-340385,0.0
P-1713,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1231756,-1231756,0.0
P-1713,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1533566,-1533566,0.0
P-1713,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,172081,-172081,0.0
P-1713,COSTO MATERIALES,2023-01-01,2023.0,1.0,88638,139277,-50639,0.0
P-1713,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,230726,-230726,0.0
P-1713,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,988297,-988297,0.0
P-1713,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,1088874,-1088874,0.0
P-1713,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,3037730,-3037730,0.0
P-1713,INGRESO,2023-03-01,2023.0,3.0,8441195,3617655,4823540,0.0
P-1713,INGRESO,2023-04-01,2023.0,4.0,7235310,7235310,0,0.0
P-1713,INGRESO,2023-05-01,2023.0,5.0,21705930,21705930,0,0.0
P-1714,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2377534,-2377534,0.0
P-1714,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3151491,-3151491,0.0
P-1714,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1784586,-1784586,0.0
P-1714,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,738438,-738438,0.0
P-1714,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2172835,-2172835,0.0
P-1714,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,161563,-161563,0.0
P-1714,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,440982,-440982,0.0
P-1714,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,3476784,-3476784,0.0
P-1714,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,234124,-234124,0.0
P-1714,INGRESO,2023-01-01,2023.0,1.0,9806949,0,9806949,0.0
P-1714,INGRESO,2023-03-01,2023.0,3.0,8340078,0,8340078,0.0
P-1714,INGRESO,2023-05-01,2023.0,5.0,2436155,0,2436155,0.0
P-1715,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2283599,-2283599,0.0
P-1715,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2880459,-2880459,0.0
P-1715,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,3884610,-3884610,0.0
P-1715,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,3709490,-3709490,0.0
P-1715,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,8058330,-8058330,0.0
P-1715,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,3679036,-3679036,0.0
P-1715,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,3448050,-3448050,0.0
P-1715,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,6966581,-6966581,0.0
P-1715,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,5912966,-5912966,0.0
P-1715,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,141930,-141930,0.0
P-1715,INGRESO,2023-01-01,2023.0,1.0,12617927,0,12617927,0.0
P-1715,INGRESO,2023-02-01,2023.0,2.0,7697640,0,7697640,0.0
P-1715,INGRESO,2023-03-01,2023.0,3.0,12538094,0,12538094,0.0
P-1715,INGRESO,2023-04-01,2023.0,4.0,7757276,0,7757276,0.0
P-1715,INGRESO,2023-05-01,2023.0,5.0,18230800,0,18230800,0.0
P-1715,INGRESO,2023-06-01,2023.0,6.0,14584640,18230800,-3646160,0.0
P-1716,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,5761854,-5761854,0.0
P-1716,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,7769437,-7769437,0.0
P-1716,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,5896052,-5896052,0.0
P-1716,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,895428,-895428,0.0
P-1716,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,13323868,-13323868,0.0
P-1716,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,4685275,-4685275,0.0
P-1716,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,4126620,-4126620,0.0
P-1716,COSTO MATERIALES,2023-04-01,2023.0,4.0,719943,1750152,-1030209,0.0
P-1716,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,2986507,-2986507,0.0
P-1716,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,1258498,-1258498,0.0
P-1716,INGRESO,2023-01-01,2023.0,1.0,39371599,0,39371599,0.0
P-1716,INGRESO,2023-02-01,2023.0,2.0,39029657,0,39029657,0.0
P-1716,INGRESO,2023-03-01,2023.0,3.0,26226065,0,26226065,0.0
P-1716,INGRESO,2023-05-01,2023.0,5.0,10082518,0,10082518,0.0
P-1717,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,182146,-182146,0.0
P-1718,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,4509578,-4509578,0.0
P-1718,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,6094576,-6094576,0.0
P-1718,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,7253362,-7253362,0.0
P-1718,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,8486339,-8486339,0.0
P-1718,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,603052,-603052,0.0
P-1718,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,3810926,-3810926,0.0
P-1718,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,260111,-260111,0.0
P-1718,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,5278881,-5278881,0.0
P-1718,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,4119685,-4119685,0.0
P-1718,COSTO MATERIALES,2023-06-01,2023.0,6.0,385924,1995837,-1609913,0.0
P-1718,INGRESO,2023-01-01,2023.0,1.0,24611056,0,24611056,0.0
P-1718,INGRESO,2023-02-01,2023.0,2.0,19720615,0,19720615,0.0
P-1718,INGRESO,2023-03-01,2023.0,3.0,21862913,7883429,13979484,0.0
P-1718,INGRESO,2023-04-01,2023.0,4.0,35349471,4760176,30589295,0.0
P-1718,INGRESO,2023-05-01,2023.0,5.0,18676631,0,18676631,0.0
P-1719,INGRESO,2023-02-01,2023.0,2.0,131348,0,131348,0.0
P-1720,INGRESO,2023-05-01,2023.0,5.0,21381860,21381860,0,0.0
P-1721,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,864854,-864854,0.0
P-1721,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1727615,-1727615,0.0
P-1721,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1822179,-1822179,0.0
P-1721,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2706033,-2706033,0.0
P-1721,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2181110,-2181110,0.0
P-1721,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,324992,-324992,0.0
P-1721,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,4616205,-4616205,0.0
P-1721,COSTO MATERIALES,2023-04-01,2023.0,4.0,95208,2062191,-1966983,0.0
P-1721,COSTO MATERIALES,2023-05-01,2023.0,5.0,144370,12547473,-12403103,0.0
P-1721,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,3459436,-3459436,0.0
P-1721,INGRESO,2023-01-01,2023.0,1.0,21932816,14369776,7563040,0.0
P-1721,INGRESO,2023-03-01,2023.0,3.0,21595000,10797500,10797500,0.0
P-1721,INGRESO,2023-04-01,2023.0,4.0,9672663,4712323,4960340,0.0
P-1721,INGRESO,2023-05-01,2023.0,5.0,32319853,15309404,17010449,0.0
P-1722,INGRESO,2023-01-01,2023.0,1.0,113570850,113570850,0,0.0
P-1723,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2380426,-2380426,0.0
P-1723,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,7889395,-7889395,0.0
P-1723,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,2845434,-2845434,0.0
P-1723,COSTO MATERIALES,2023-04-01,2023.0,4.0,161500,8134052,-7972552,0.0
P-1723,COSTO MATERIALES,2023-05-01,2023.0,5.0,3285765,37324477,-34038712,0.0
P-1723,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,14523037,-14523037,0.0
P-1723,INGRESO,2023-03-01,2023.0,3.0,64382460,64382460,0,0.0
P-1723,INGRESO,2023-04-01,2023.0,4.0,33549696,15414725,18134971,0.0
P-1723,INGRESO,2023-05-01,2023.0,5.0,68515940,0,68515940,0.0
P-1724,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,506066,-506066,0.0
P-1724,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,2325764,-2325764,0.0
P-1724,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,2449255,-2449255,0.0
P-1724,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,2859237,-2859237,0.0
P-1724,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,75973,-75973,0.0
P-1724,INGRESO,2023-03-01,2023.0,3.0,15294733,0,15294733,0.0
P-1724,INGRESO,2023-04-01,2023.0,4.0,27099640,13549820,13549820,0.0
P-1724,INGRESO,2023-05-01,2023.0,5.0,90720,0,90720,0.0
P-1725,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,136400,-136400,0.0
P-1725,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,449245,-449245,0.0
P-1725,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2120143,-2120143,0.0
P-1725,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,741299,-741299,0.0
P-1725,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,3438828,-3438828,0.0
P-1725,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,6708545,-6708545,0.0
P-1725,COSTO MATERIALES,2023-06-01,2023.0,6.0,1280790,4887909,-3607119,0.0
P-1725,INGRESO,2023-03-01,2023.0,3.0,20600000,20600000,0,0.0
P-1725,INGRESO,2023-04-01,2023.0,4.0,8921780,0,8921780,0.0
P-1725,INGRESO,2023-05-01,2023.0,5.0,13379492,0,13379492,0.0
P-1725,INGRESO,2023-06-01,2023.0,6.0,9976559,7500000,2476559,0.0
P-1726,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2654140,-2654140,0.0
P-1726,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,14400139,-14400139,0.0
P-1726,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,9263697,-9263697,0.0
P-1726,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,71216,-71216,0.0
P-1726,INGRESO,2023-03-01,2023.0,3.0,27650696,27650696,0,0.0
P-1726,INGRESO,2023-04-01,2023.0,4.0,21037279,0,21037279,0.0
P-1726,INGRESO,2023-05-01,2023.0,5.0,25429159,0,25429159,0.0
P-1727,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1509380,-1509380,0.0
P-1727,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,3205300,-3205300,0.0
P-1727,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,2377015,-2377015,0.0
P-1727,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,1376850,-1376850,0.0
P-1727,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,9901554,-9901554,0.0
P-1727,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,4260267,-4260267,0.0
P-1727,INGRESO,2023-03-01,2023.0,3.0,32940346,32940346,0,0.0
P-1727,INGRESO,2023-04-01,2023.0,4.0,11005000,0,11005000,0.0
P-1727,INGRESO,2023-05-01,2023.0,5.0,28570952,11005000,17565952,0.0
P-1728,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,89397,-89397,0.0
P-1728,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,541472,-541472,0.0
P-1728,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,520476,-520476,0.0
P-1728,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,1302303,-1302303,0.0
1. TOTAL,,,,,2260777526,1743746877,517030649,
1. TOTAL,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,72482994,-72482994,0.0
1. TOTAL,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,82645544,-82645544,0.0
1. TOTAL,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,96760244,-96760244,0.0
1. TOTAL,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,111885468,-111885468,0.0
1. TOTAL,COSTO MATERIALES,2023-01-01,2023.0,1.0,2565889,125972929,-123407040,0.0
1. TOTAL,COSTO MATERIALES,2023-02-01,2023.0,2.0,3348963,83658197,-80309234,0.0
1. TOTAL,COSTO MATERIALES,2023-03-01,2023.0,3.0,2764412,88079320,-85314908,0.0
1. TOTAL,COSTO MATERIALES,2023-04-01,2023.0,4.0,3247244,150098697,-146851453,0.0
1. TOTAL,COSTO MATERIALES,2023-05-01,2023.0,5.0,8533707,178313193,-169779486,0.0
1. TOTAL,COSTO MATERIALES,2023-06-01,2023.0,6.0,3747281,71433004,-67685723,0.0
1. TOTAL,INGRESO,2023-01-01,2023.0,1.0,449490833,191247845,258242988,0.0
1. TOTAL,INGRESO,2023-02-01,2023.0,2.0,231086456,0,231086456,0.0
1. TOTAL,INGRESO,2023-03-01,2023.0,3.0,481925304,199901371,282023933,0.0
1. TOTAL,INGRESO,2023-04-01,2023.0,4.0,408889221,61678702,347210519,0.0
1. TOTAL,INGRESO,2023-05-01,2023.0,5.0,631496823,170698310,460798513,0.0
1. TOTAL,INGRESO,2023-06-01,2023.0,6.0,33681393,58891059,-25209666,0.0
1. TOTAL,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,4336206,-4336206,0.0
1. TOTAL,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,4016206,-4016206,0.0
1. TOTAL,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,4474872,-4474872,0.0
1. TOTAL,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,5096121,-5096121,0.0
P-1557,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1557,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1557,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1557,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1557,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1557,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1557,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1557,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1557,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1591,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1591,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1591,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1591,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1591,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1591,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1591,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1591,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1591,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1592,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1592,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1592,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1592,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1592,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1592,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1592,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1592,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1592,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1603,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1603,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1603,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1603,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1603,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1603,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1603,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1603,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1603,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1611,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1611,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1611,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1611,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1611,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1611,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1611,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1611,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1611,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1612,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
