CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,MARGEN
P-1656,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1656,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1656,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1658,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1658,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1658,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1658,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1658,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1658,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1658,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1658,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1658,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1660,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1660,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1660,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1660,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1660,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1660,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1660,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1660,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1660,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1661,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1661,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1661,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1661,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1661,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1661,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1661,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1661,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1661,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1663,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1663,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1663,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1663,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1663,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1663,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1663,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1663,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1663,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1664,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1664,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1664,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1664,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1664,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1664,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1664,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1664,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1664,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1666,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1666,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1666,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1666,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1666,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1666,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1666,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1666,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1666,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1667,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1667,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1667,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1667,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1667,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1667,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1667,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1667,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1667,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1668,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1668,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1668,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1668,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1668,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1668,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1668,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1668,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1668,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1669,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1669,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1669,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1669,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1669,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1669,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1669,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1669,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1669,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1670,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1670,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1670,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1670,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1670,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1670,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1670,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1670,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1670,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1672,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1672,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1672,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1672,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1672,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1672,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1672,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1672,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1672,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1673,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1673,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1673,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1673,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1673,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1673,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1673,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1673,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1673,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1674,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1674,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1674,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1674,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1674,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1674,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1674,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1674,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1674,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1675,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1675,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1675,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1675,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1675,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1675,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1675,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1675,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
