COD_PROYECTO,TIPO_x0020_MOVIMIENTO,FECHA_x0020_GUIA,NUMERO_x0020_GUIA,PARTIDA_x0020_PRESUPUESTARIA,CODIGO_x0020_PARTE,CANTIDAD,DESCRIPCI_xFFFD_N_x0020_PRODUCTO,UNIDAD_x0020_DE_x0020_MEDIDA,COSTO_x0020_UNITARIO,COSTO_x0020_TOTAL
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21581131,1,Porta sierra copa A04 14 a 30mm,UN,8568,8568
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,I15412762,1,Sierra Copa 64mm,UN,12571,12571
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21581133,2,Adaptador Para Mandril Toma SDS,UN,1357,2714
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21581269,1,"Dado largo 1/2"" hex 19mm",UN,2742,2742
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21580607,1,"Dado largo 1/2"" hex 15mm",UN,2621,2621
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21580438,1,"Huincha medir 8m x 3/4""",UN,11064,11064
P-Proyectos,VCO,2023-02-27T00:00:00-03:00,49609,,H21580654,1,Juego llaves Allen 1.5 - 12mm 11 piezas,UN,4622,4622
P-Proyectos,VCO,2023-01-18T00:00:00-03:00,48973,,H21611196,1,Polera Pique Varon M/L Talla L Azul,UN,6237,6237
P-Proyectos,VCO,2023-01-18T00:00:00-03:00,48973,,H21572615,1,Botin de Seguridad X010 T-41,UN,37467,37467
P-1592,GDP,2023-01-18T00:00:00-03:00,48992,1088,P08201532,1,"Union copla red 8"" x 6"" RAN UL/FM",UN,13273,13273
P-1592,GDP,2023-01-18T00:00:00-03:00,48992,1071,P08200320,2,"Union copla 6"" ranurada flexible",UN,6235,12470
P-1592,GDP,2023-01-18T00:00:00-03:00,48992,1088,I17452714,2,Vaselina Vegetal,UN,9807,19614
P-1716,VCO,2023-01-24T00:00:00-03:00,49073,1052,I17441134,100,"Tornillo autoperforante 10 x 1""  hexagonal",UN,30,3000
P-1712,VCO,2023-01-24T00:00:00-03:00,49091,1301,P08200317,8,"Union copla 2 1/2"" ranurada flexible",UN,2436,19488
P-1712,VCO,2023-01-24T00:00:00-03:00,49091,1303,P08200318,4,"Union copla 3"" ranurada flexible",UN,2893,11572
P-Servicios,STT,2023-01-25T00:00:00-03:00,49123,,S12341817,1,Fotocelda FAAC XP15W Inalambrica,UN,49800,49800
,STT,2023-01-25T00:00:00-03:00,49124,,I16431013,1,Bateria litio 3V CR2016 (pila),UN,7250,7250
P-1718,VCO,2023-02-01T00:00:00-03:00,49224,1025,P08202610,50,"Cañeria Pintada Ø1 1/4"" SCH40 A53 UL/FM",T6M,24319,1215950
P-Servicios,STT,2023-02-01T00:00:00-03:00,49242,,T14382733,305,Cable UTP CAT6 Exterior blindado trimex,M,388,118340
P-Servicios,STT,2023-02-01T00:00:00-03:00,49242,,S10270743,1,Pulsador Exit/Salida acero inox p/caja 5,UN,8200,8200
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1014,P08200084,10,"Cañeria Pintada Ø4"" SCH10 A795 UL/FM",T6M,60256,602560
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1016,P08200080,10,"Cañeria Pintada Ø1"" SCH40 A53 UL/FM",T6M,16705,167050
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1027,P08201635,5,"Tee Mecanica 4"" x 1"" HI NPT A-536",UN,3650,18250
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1017,P08202360,8,"Codo 45° 4"" Ranurado UL A-536",UN,4426,35408
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1021,P08202340,2,"Tee 4"" Ranurada A536",UN,7292,14584
P-1704,VCO,2023-03-02T00:00:00-03:00,49660,1023,P08200281,4,"Tapa gorro Ø4"" ranurado",UN,2122,8488
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15410278,12,"Taco de anclaje 3/8"" zincado",UN,613,7356
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,O19501068,2,Hilo 2.5 piulgada NPT,UN,6000,12000
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15410014,1,Perfil angulo laminado 50x50x3mm,T6M,34190,34190
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15412357,4,"Esparrago 3/8"" x 3000mm Zinc",T3M,3130,12520
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15410676,1,Sierra Copa 89mm,UN,8034,8034
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15412762,1,Sierra Copa 65mm,UN,7842,7842
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15412718,1,Sierra Copa 38mm,UN,4442,4442
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15412717,1,Sierra Copa 32mm,UN,2987,2987
P-1685,VCO,2022-02-11T00:00:00-03:00,44539,1112,I15410369,1,Sierra Copa 114mm,UN,13331,13331
,STT,2022-02-11T00:00:00-03:00,44548,,C02030204,1,Tuerca enjaulada para Perno M-6,UN,3420,3420
,STT,2022-02-11T00:00:00-03:00,44548,,C02030204,1,kit pernos anclajes,UN,3420,3420
P-1678,VCO,2022-02-17T00:00:00-03:00,44584,1010,I17440039,100,"Tornillo roscalata 6 x 1""",UN,8,800
P-1678,VCO,2022-02-17T00:00:00-03:00,44584,1010,I17440843,100,Tarugos paloma fibrocemento 3 a 5 mm,UN,40,4000
P-1678,VCO,2022-02-17T00:00:00-03:00,44584,1010,I17440301,100,"Tornillo Volcanita 6 x 1""",UN,9,900
P-1675,VCO,2022-02-28T00:00:00-03:00,44641,1028,I17440307,100,"Tornillo roscalata 6 x 2 1/2""",UN,14,1400
P-1676,VCO,2022-03-01T00:00:00-03:00,44648,1010,P07140137,11,Detector de Humo Fotoelectrico 4H sin ce,UN,6261,68871
P-1676,VCO,2022-03-01T00:00:00-03:00,44648,1053,I16431048,400,Amarras plasticas 300mm,UN,50,20000
P-1676,VCO,2022-03-01T00:00:00-03:00,44648,1018,T14380059,550,Cable UTP CAT5E unifilar interior Trimer,M,153,84150
P-1676,VCO,2022-03-01T00:00:00-03:00,44648,1018,T14380057,700,Cable pin 4x24,M,85,59500
P-1686,VCO,2022-03-04T00:00:00-03:00,44673,1014,C04082154,2,Telefono Loft Basic Duox Plus Fermax F03,UN,13714,27428
P-1686,VCO,2022-03-04T00:00:00-03:00,44673,1032,S11280105,2,Centralita Bosch DS3MX,UN,19700,39400
P-1686,VCO,2022-03-04T00:00:00-03:00,44673,1080,I16430109,4,Cinta Permace 3/4,UN,797,3188
P-1686,VCO,2022-03-04T00:00:00-03:00,44673,1080,I16430107,4,Cinta Aisladora 3M Temflex 1500,UN,1344,5376
P-1686,VCO,2022-03-04T00:00:00-03:00,44673,1041,T14380055,200,Cable paralelo 2x24 Blanco,M,52,10400
P-1661,VCO,2022-03-04T00:00:00-03:00,44675,1034,T14390028,1,Bateria 12V 7amp,UN,8999,8999
P-1661,VCO,2022-03-04T00:00:00-03:00,44675,1021,S11300621,10,Dome Boton Emergencia rojo,UN,290,2900
,STT,2022-03-09T00:00:00-03:00,44718,,O19501068,1,Luz de estado  cerco electrico Stafix,UN,76778.4545454545,76778.4545454545
,STT,2022-03-09T00:00:00-03:00,44718,,S11300567,1,"Sirena 15 W con gabinete, baliza y tamper  BLUNET",UN,8100,8100
,STT,2022-03-16T00:00:00-03:00,44775,,T14380059,205,Cable UTP CAT5E unifilar interior Trimerx o similar (100% Cu),M,153,31365
P-1685,VCO,2022-03-18T00:00:00-03:00,44816,1017,P08200082,4,"Cañeria Pintada Ø2""  SCH10 A795",T6M,38844,155376
P-1685,VCO,2022-03-18T00:00:00-03:00,44816,1080,P08200316,20,"Union copla 2"" ranurada flexible",UN,2590,51800
P-1685,VCO,2022-03-18T00:00:00-03:00,44816,1049,P08200120,8,"Codo 90° 2"" Ranurado UL A-536",UN,2494,19952
P-1685,VCO,2022-03-18T00:00:00-03:00,44816,1066,P08202590,1,"Codo 45° 3"" Ranurado UL A-536",UN,3693,3693
P-1672,VCO,2022-03-18T00:00:00-03:00,44818,1060,T14380048,610,Cable coaxial RG6,M,143,87230
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1067,C08712674,76,PAU CON DISTRIBUIDOR FI 4 SALIDA,UN,5663,430388
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1063,C08712698,8,DERIVADOR FI 8 SAL 25 dB PLANO,UN,7167,57336
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1063,C08712699,4,DERIVADOR FI 8 SAL 20 dB PLANO,UN,7183,28732
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1065,C08712748,2,DERIVADOR FI 2 SAL 12 dB,UN,3115,6230
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1067,C06111965,3,"TAP INTERIOR 1.2GHZ, 8Port 11dB TERMINAT",UN,9539,28617
P-1672,VCO,2022-03-23T00:00:00-03:00,44848,1066,C08732742,2,AMPLIFI. DE DISTRIBUCION DOBLE TV/SAT,UN,118702,237404
P-Servicios,STT,2022-06-08T00:00:00-04:00,45709,,T14370414,20,Conduit Flexible 20mm Metalico con PVC (,M,756,15120
P-Servicios,STT,2022-06-08T00:00:00-04:00,45709,,T14370415,20,Conector recto 20mm p/ flexible metalico,UN,666,13320
P-1700,VCO,2022-06-10T00:00:00-04:00,45745,1027,P08201152,1,"Tee 3"" Ranurada UL/FM",UN,4428,4428
P-1676,VCO,2022-06-14T00:00:00-04:00,45809,1041,S09242300,800,Conector Conico F RG6 para crimpar,UN,150,120000
P-1685,VCO,2022-06-16T00:00:00-04:00,45845,1075,P08202713,1,"Tee Mecanica 2 1/2"" x 1"" HI NPT A-536",UN,2464,2464
P-1690,VCO,2022-06-22T00:00:00-04:00,45879,1078,T14380048,610,Cable coaxial RG6 77% malla Libre de Hal,M,305,186050
P-1676,VCO,2022-06-22T00:00:00-04:00,45886,1009,C05100809,48,Regletas de conexionado,UN,304,14592
P-Proyectos,VCO,2022-06-22T00:00:00-04:00,45888,,H21572459,100,Mascarilla 3 Layers desechable,UN,20,2000
P-Proyectos,VCO,2022-06-22T00:00:00-04:00,45888,,H21572459,50,Mascarilla 3 Layers desechable,UN,20,1000
P-1700,VCO,2022-06-23T00:00:00-04:00,45918,1073,P08200318,9,"Union copla 3"" ranurada flexible",UN,3215,28935
P-1700,VCO,2022-06-23T00:00:00-04:00,45918,1033,P08200318,27,"Union copla 3"" ranurada flexible",UN,3215,86805
P-Proyectos,VCO,2022-07-04T00:00:00-04:00,46043,,H21570625,2,Guante cabritilla puño corto,UN,1173,2346
P-Proyectos,VCO,2022-07-04T00:00:00-04:00,46043,,H21570625,2,Guante cabritilla puño corto,UN,1173,2346
P-Proyectos,VCO,2022-07-04T00:00:00-04:00,46043,,H21570625,2,Guante cabritilla puño corto,UN,1173,2346
P-Proyectos,VCO,2022-07-04T00:00:00-04:00,46043,,H21570768,2,Anteojo Seguridad (antiparras),UN,611,1222
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21570487,1,Barbiquejo para casco de seguridad,UN,287,287
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21580651,1,"Alicate cortante 6""",UN,3439,3439
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21581034,1,"Alicate universal 8""",UN,4541,4541
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21580656,1,Juego destornillador perilleros (cruz y,UN,3241,3241
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21580916,1,Destornillador de cruz mediano,UN,1442,1442
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21580915,1,Destornillador de paleta mediano,UN,1196,1196
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21572292,1,Casaca Geologo Grupo Schutz Talla L,UN,5388,5388
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21612313,1,Polera Pique Varon M/L Talla L Azul,UN,6149,6149
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21572279,1,Botin de Seguridad N° 43,UN,17800,17800
P-Proyectos,VCO,2022-10-03T00:00:00-03:00,47430,,H21580991,1,Multitester medio,UN,6797,6797
P-1686,VCO,2022-10-04T00:00:00-03:00,47441,1039,T14390362,3,Fuente 220VAC/12VDC 10A Switching,UN,12273,36819
P-1686,VCO,2022-10-04T00:00:00-03:00,47441,1038,S11300681,10,Expansor 8 zonas ZX8 p/ EVO Paradox,UN,42996,429960
P-1686,VCO,2022-10-04T00:00:00-03:00,47441,1012,S09240227,1,Cable HDMI 3.0 M,UN,3361,3361
P-1686,VCO,2022-10-04T00:00:00-03:00,47441,1012,S09240029,4,Conector de poder 3.5mm macho (para cama,UN,311,1244
P-1686,VCO,2022-10-04T00:00:00-03:00,47441,1012,T14392307,3,Gabinete para Fuente Poder,UN,7539,22617
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1005,P07120833,14,Modulo Monitoreo simple EST CT1 KIDDE,UN,17894,250516
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370414,20,Conduit Flexible 20mm Metalico con PVC (,M,634,12680
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370415,30,Conector recto 20mm p/ flexible metalico,UN,868,26040
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370774,20,Caja electrica Galvanizada A-01 100 x 65,UN,995,19900
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370122,20,"Conduit galvanizado EMT 20 x3000mm (1/2""",T3M,3472,69440
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370099,30,"Terminal salida caja EMT 20mm (1/2"")",UN,292,8760
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1014,I17441134,100,"Tornillo autoperforante 10 x 1""  hexagon",UN,31,3100
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1010,T14382428,305,Cable Incendio 2x18 AWG Sin Pantalla UL,M,310,94550
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1008,P08212397,1,Nivel de Estanque 220V/15A 10Mts (N02420,UN,12784,12784
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1014,I15410225,1,Sierra Copa 20mm,UN,6714,6714
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1014,I16430107,2,Cinta Aisladora 3M Temflex 1500,UN,399,798
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1014,I17442581,2,Punta Phillips,UN,840,1680
P-1693,VCO,2022-10-05T00:00:00-03:00,47466,1013,T14370391,30,"Abrazadera caddy o CD0B 1/2"" (20mm) aper",UN,340,10200
,STT,2022-10-06T00:00:00-03:00,47473,,S10271575,1,Pulsador Salida plastico con quiebre de,UN,6637,6637
P-1689,VCO,2022-10-06T00:00:00-03:00,47491,1043,P08182838,5,"Union copla Storz c/Tapa 2"" hilo NPT",UN,17621,88105
,STT,2022-10-11T00:00:00-03:00,47541,,T14370122,10,"Conduit galvanizado EMT 20 x3000mm (1/2""",T3M,3472,34720
P-Proyectos,VCO,2022-10-12T00:00:00-03:00,47559,,H21611197,1,Casaca Geologo Grupo Schutz Talla S,UN,4793,4793
P-1680,VCO,2022-10-18T00:00:00-03:00,47609,1019,C04082152,16,Telefono Veo Duox Plus Fermax F03444,UN,20382,326112
P-Proyectos,VCO,2022-10-27T00:00:00-03:00,47766,,H21581133,1,Adaptador Para Mandril Toma SDS,UN,1259,1259
P-Proyectos,VCO,2022-10-27T00:00:00-03:00,47766,,H21580607,1,Dado largo  hex 13mm,UN,2129,2129
P-Proyectos,VCO,2022-10-27T00:00:00-03:00,47766,,H21582903,1,Llave Punta Corona c/chicharra de 13 mm,UN,9496,9496
P-Proyectos,VCO,2022-10-27T00:00:00-03:00,47766,,H21580679,1,"Nivel Torpedo 12""",UN,6548,6548
P-Servicios,STT,2022-11-02T00:00:00-03:00,47834,,S10270250,1,Retenedor electromagnetico 280Kgs 12  24,UN,19946,19946
P-Servicios,STT,2022-11-02T00:00:00-03:00,47834,,S11290198,2,"Magnetico Embutido 1/4"" Blanco",UN,780,1560
P-Proyectos,VCO,2022-11-07T00:00:00-03:00,47884,,H21570765,5,Casco seguridad simple,UN,2328,11640
P-Proyectos,VCO,2022-11-07T00:00:00-03:00,47884,,H21570487,7,Barbiquejo para casco de seguridad,UN,287,2009
P-1712,VCO,2022-11-08T00:00:00-03:00,47891,1080,P08182228,36,Extintor PQS 6 Kg,UN,23000,828000
P-1712,VCO,2022-11-08T00:00:00-03:00,47891,1081,P08180790,36,Gabinete Extintor PQS 6 Kg Sobreponer pu,UN,30000,1080000
P-1712,VCO,2022-11-08T00:00:00-03:00,47891,1082,P08181748,1,Extintor CO2 5 Kg,UN,35000,35000
P-1707,VCO,2022-11-08T00:00:00-03:00,47902,1077,C08712455,500,Fibra Optica FO Monomodo 2F G652D 3 portante metal Drop FTTH 5x2mm LSZH,M,65,32500
P-1712,VCO,2022-11-08T00:00:00-03:00,47909,1063,O19502485,6,Arriendo Maquina Termofusion 200 mm 90-312 mm,D,60000,360000
P-1680,VCO,2022-11-09T00:00:00-03:00,47927,1028,P07140137,40,Detector de Humo Fotoelectrico 4H sin ce,UN,6800,272000
P-1680,VCO,2022-11-09T00:00:00-03:00,47927,1037,T14381073,400,Cable paralelo 2x18 color,M,169,67600
P-1680,VCO,2022-11-09T00:00:00-03:00,47927,1038,I16430107,4,Cinta Aisladora 3M Temflex 1500,UN,386,1544
P-1680,VCO,2022-11-09T00:00:00-03:00,47927,1037,T14380057,400,Cable pin 4x24,M,66,26400
,STT,2022-11-10T00:00:00-03:00,47941,,I17450932,1,Rodillo pintar Espuma 180MM,UN,1676,1676
P-1688,VCO,2022-11-10T00:00:00-03:00,47952,1046,T14381073,200,Cable paralelo 2x18 color,M,169,33800
P-1688,VCO,2022-11-10T00:00:00-03:00,47952,1019,C04080912,14,Citofono Digital 2 Hilos Comelit 2719W/Y,UN,72303,1012242
P-1688,VCO,2022-11-10T00:00:00-03:00,47952,1028,S11280105,9,Centralita Bosch DS3MX,UN,21997,197973
P-Servicios,STT,2023-01-18T00:00:00-03:00,48965,,T14370776,2,Caja Estanca 105x105x55 con conos,UN,1557,3114
P-1704,VCO,2023-01-25T00:00:00-03:00,49099,1053,I15410359,2,Sellador de gasfiteria Silicona Gasket (pomo 170g),UN,9952,19904
P-1716,VCO,2023-01-26T00:00:00-03:00,49133,1027,P08210324,3,"Valvula Bola 2"" NPT HI HI",UN,38876,116628
P-1716,VCO,2023-01-26T00:00:00-03:00,49133,1201,P08212755,3,"Valvula Retencion 2"" HI NPT Check",UN,42773,128319
P-1699,VCO,2023-01-30T00:00:00-03:00,49182,1057,T14380048,3000,Cable coaxial RG6 77% malla Libre de Hal,M,323,969000
,STT,2023-01-30T00:00:00-03:00,49184,,P07122208,1,Panel de Incendio Edwards IO1000G-2-SP 4 Lazos,UN,530000,530000
P-1664,GDP,2023-02-01T00:00:00-03:00,49233,1029,P08200319,6,"Union copla 4"" ranurada flexible",UN,3233,19398
P-1664,GDP,2023-02-01T00:00:00-03:00,49233,1098,I15410264,1,Electrodo Soldadura 6011 3/32,KL,5546,5546
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1052,C06112814,1,Antena VHF ganancia 10 dB BIII Yagi,UN,20311,20311
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1054,C06112842,2,Fijación lateral de 300mm para mastil de,UN,5773,11546
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1053,T14371631,1,"Conduit galvanizado EMT 32 x3000mm (1"")",T3M,6659,6659
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1060,C08712745,30,Derivador tap 4 sal 20dB 5-1200MHz inter,UN,4304,129120
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1073,S11292573,170,Etiqueta para RIT AMARILLA,UN,146,24820
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1073,S11292573,120,Etiqueta para RIT ROJA,UN,146,17520
P-1682,VCO,2023-02-01T00:00:00-03:00,49248,1051,C06111980,1,Antena UHF ganancia 12 dBYagi 513 a 680,UN,15620,15620
P-1680,VCO,2023-02-02T00:00:00-03:00,49265,1039,S11280105,18,Centralita Bosch DS3MX,UN,22000,396000
P-1680,VCO,2023-02-02T00:00:00-03:00,49267,1011,C02031044,1,Rack Gabinete Mural 06U 600x450mm,UN,68810,68810
P-1680,VCO,2023-02-02T00:00:00-03:00,49267,1012,C03050073,1,Switch 16+2 puertos Dahua PFS4218-16ET-1,UN,171794,171794
P-Servicios,STT,2023-03-02T00:00:00-03:00,49669,,S12340253,2,"Rueda con rodamiento 4"" para porton",UN,9784,19568
P-1694,GDP,2023-03-06T00:00:00-03:00,49699,1104,C06110268,30,Splitter distribuidor F 1x2 salida 5-1200MHz,UN,738,22140
P-1700,VCO,2023-03-06T00:00:00-03:00,49718,1057,P08181101,20,Extintor PQS 10 Kg,UN,30000,600000
P-1700,VCO,2023-03-06T00:00:00-03:00,49718,1059,P08181748,1,Extintor CO2 5 Kg,UN,35000,35000
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,S12342434,1,Fotocelda FAAC,UN,34601,34601
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,T14370122,4,"Conduit galvanizado EMT 20 x3000mm (1/2""",T3M,3400,13600
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,T14370391,12,"Abrazadera caddy o CD0B 1/2"" (20mm) aper",UN,220,2640
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,T14400287,100,Tarugo plastico 6 mm,UN,11,1100
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,T14370131,4,"Union copla 20mm EMT (1/2"")",UN,254,1016
P-Servicios,STT,2023-03-07T00:00:00-03:00,49735,,T14370774,2,Caja electrica Galvanizada A-01 100 x 65,UN,1325,2650
P-Servicios,STT,2023-03-08T00:00:00-03:00,49769,,P07152644,10,Minisirena con estrobo 12V (blanca y roj,UN,3665,36650
P-1692,VCO,2023-03-09T00:00:00-03:00,49786,1028,P07152644,2,Minisirena con estrobo 12V (blanca y roj,UN,3665,7330
P-1692,VCO,2023-03-09T00:00:00-03:00,49786,1040,T14390173,3,Fuente 220VAC/12VDC 4A c/ cargador de ba,UN,20170,60510
P-1692,VCO,2023-03-09T00:00:00-03:00,49786,1003,S09222522,2,Camara Bala IR 2.8 Hikvision DS-2CE16C0T,UN,7762,15524
P-1692,VCO,2023-03-09T00:00:00-03:00,49786,1002,S09220004,12,camara domo Hikvision DS-2CE56D0T-IRMF(2,UN,14020,168240
P-1699,VCO,2023-03-09T00:00:00-03:00,49801,1034,P07140137,30,Detector de Humo Fotoelectrico 4H sin ce,UN,6800,204000
P-1699,VCO,2023-03-09T00:00:00-03:00,49801,1036,P07143016,12,PALANCA MANUAL CONVENCIONAL MS-401SU UL,UN,12830,153960
P-1699,VCO,2023-03-09T00:00:00-03:00,49801,1042,I17440843,100,Tarugos paloma fibrocemento 3 a 5 mm,UN,46,4600
P-1699,VCO,2023-03-09T00:00:00-03:00,49801,1042,I16430107,6,Cinta Aisladora 3M Temflex 1500,UN,394,2364
P-1709,VCO,2023-03-14T00:00:00-03:00,49850,1067,P08180790,3,Gabinete Extintor PQS 6 Kg Sobreponer pu,UN,30000,90000
P-1709,VCO,2023-03-14T00:00:00-03:00,49850,1070,I17440455,100,"Tornillo Roscalata 8 x 1 1/2""",UN,17,1700
P-1713,VCO,2023-03-14T00:00:00-03:00,49852,1043,T14380057,600,Cable pin 4x24,M,81,48600
P-1713,VCO,2023-03-14T00:00:00-03:00,49852,1014,C04080111,3,Citofono GT-1D Aiphone,UN,26469,79407
P-1713,VCO,2023-03-14T00:00:00-03:00,49852,1034,S11280740,2,Central Paradox Spectra SP-4000 teclado,UN,75270,150540
P-1713,VCO,2023-03-14T00:00:00-03:00,49852,1035,S11290198,2,"Magnetico Embutido 1/4"" Blanco",UN,750,1500
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21572459,50,Mascarilla 3 Layers desechable,UN,23,1150
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570625,1,Guante cabritilla puño corto,UN,1130,1130
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570675,1,Protector auditivo reutilizable lavable,UN,268,268
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570768,1,Anteojo Seguridad Claros (antiparras),UN,581,581
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570765,1,Casco Seguridad Simple Azul,UN,2025,2025
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570487,1,Barbiquejo para casco de seguridad,UN,324,324
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21570228,1,Protector para casco tipo legionario,UN,1022,1022
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21581512,1,Anteojos Seguridad Oscuros ( Antiparra ),UN,600,600
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21572619,1,Botin de Seguridad X010 T-45,UN,35167,35167
P-Proyectos,VCO,2023-03-15T00:00:00-03:00,49869,,H21572292,1,Casaca Geologo Grupo Schutz Talla M,UN,5490,5490
P-1698,VCO,2022-05-03T00:00:00-03:00,45265,1095,I15412727,68,"Perno U 3/8"" x 3"" con tuercas y golillas",UN,960,65280
P-1698,VCO,2022-05-03T00:00:00-03:00,45265,1063,P08201006,1,"Codo 90° 8"" Ranurado UL A-536",UN,23702,23702
P-1691,VCO,2022-05-04T00:00:00-03:00,45279,1002,S09222778,7,"Camara Domo IR 3,6mm Dahua HAC-T1A21N-03",UN,11309,79163
P-1691,VCO,2022-05-04T00:00:00-03:00,45279,1024,I17440302,100,"Tornillo roscalata 6 x 2""",UN,14,1400
P-1668,VCO,2022-05-05T00:00:00-03:00,45297,1026,T14390362,2,Fuente 220VAC/12VDC 10A Switching,UN,8900,17800
P-Servicios,STT,2022-05-06T00:00:00-03:00,45315,,C04080111,1,Citofono GT-1D Aiphone,UN,27071,27071
P-Servicios,STT,2022-05-06T00:00:00-03:00,45329,,P08212397,1,Nivel de Estanque 220V/15A 10Mts (N02420,UN,12784,12784
P-1690,VCO,2022-05-24T00:00:00-04:00,45516,1095,C06112541,240,Carga 75 ohm terminal F aislado,UN,298,71520
P-1700,VCO,2022-05-25T00:00:00-04:00,45529,1017,T14372793,100,conduit ecorevi libre de alogeno 20mm 3m,T3M,3100,310000
P-1700,VCO,2022-05-25T00:00:00-04:00,45529,1017,T14372795,200,COPLA UNION LIBRE DE ALOGENO 20MM IP40,UN,185,37000
P-1700,VCO,2022-05-25T00:00:00-04:00,45529,1017,T14372808,300,Abrazadera clip 20mm pvc libre de haloge,UN,125,37500
P-1700,VCO,2022-05-25T00:00:00-04:00,45529,1021,T14372809,100,CONECTOR RECTO LIBRE DE ALOGENO 20MM,UN,410,41000
P-1700,VCO,2022-05-25T00:00:00-04:00,45529,1017,T14370813,100,Caja distribucion embutida 5/8 libre de,UN,935,93500
P-1675,VCO,2022-05-26T00:00:00-04:00,45565,1033,S10271067,1,Cerradura Electrica Scanavini (chapa),UN,67450,67450
P-1693,VCO,2022-05-27T00:00:00-04:00,45580,1080,P08182589,3,"Carrete Manguera 1"" Semi-Rigida 30 M",UN,91957,275871
P-1693,VCO,2022-05-27T00:00:00-04:00,45580,1080,P08180247,3,"Gabinete Incendio P/Carrete 1""  900x900x",UN,112000,336000
P-1693,VCO,2022-05-27T00:00:00-04:00,45580,1079,P08180855,2,"Manguera Incendio tipo pink rack 1 1/2""",UN,230012,460024
