CODIGO_PROYECTO,PARTIDA_PRESUPUESTARIA,PRODUCTO,UNIDAD,CANTIDAD,COSTO_UNITARIO,COSTO_TOTAL
P-1637,1033,Det-Fuente poder,,1,80000,80000
P-1637,1034,Det-Palanca de Alarma acción simple,,15,7000,105000
P-1637,1035,Det-Sirena Estroboscópica,,15,2900,43500
P-1637,1036,Det-Cableado,,2300,180,414000
P-1637,1037,Det-Cableado Vertical,,120,1000,120000
P-1637,1038,Det-Modulo de relé DSC HSM2204,,1,41565,41565
P-1637,1039,Det-Otros materiales,Gl,1,131777,131777
P-1637,1040,Port-Central Portería Aiphone Lef 5,,1,58505,58505
P-1637,1041,Port-Central Portería Aiphone Lef 10,,1,71132,71132
P-1637,1042,Port-Portero de entrada Aiphone Le-da,,15,20203,303045
P-1637,1043,Port-Fuente para Central Aiphone PS/12,,2,26938,53876
P-1637,1044,Port-Cableado Porteros,,600,200,120000
P-1637,1045,Port-Destrabador,,12,45000,540000
P-1637,1046,Port-Pulsador Puerta Metálico,,9,5893,53037
P-1637,1047,Port-Otros materiales,Gl,1,83972,83972
P-1637,1048,Autom-Kit Portón corredera FAAC 844,,2,418437,836874
P-1637,1049,Autom-Baliza calle conectada a portón interior  220v,,2,15000,30000
P-1637,1050,Autom-Fotocelda,,2,13500,27000
P-1637,1051,Autom-Botón Conserjería,,2,3788,7576
P-1637,1052,Autom-Cable,,300,200,60000
P-1637,1053,Autom-Otros materiales,Gl,1,67302,67302
P-1637,1054,MANO DE OBRA,Gl,1,4119500,4119500
P-1637,1055,SUPERVISION,Gl,1,823900,823900
P-1637,1056,Alarma-Sensor Magnético Sobrepuesto,,40,560,22400
P-1637,1057,Alarma-Cableado,,500,180,90000
P-1637,1058,Alarma-Otros materiales,Gl,1,7868,7868
P-1637,1059,MANO DE OBRA,Gl,1,189000,189000
P-1637,1060,SUPERVISION,Gl,1,37800,37800
P-1637,1061,Citofonía Citófonos Ascensores-Cableado Citofonía Ascensores,,200,300,60000
P-1637,1062,Citofonía Citófonos Ascensores-Otros materiales,Gl,1,4200,4200
P-1637,1063,MANO DE OBRA,Gl,1,70000,70000
P-1637,1064,SUPERVISION,Gl,1,14000,14000
P-1637,1065,"Automatización de Portones-Canalización, fabricación de brazo y pedestal",,1,250000,250000
P-1637,1066,MANO DE OBRA,Gl,1,238802,238802
P-1637,1067,SUPERVISION,Gl,1,59545,59545
P-1637,1068,CCTV-Soporte Monitor,,4,9000,36000
P-1637,1069,CCTV-Cable HDMI 10m,,4,10000,40000
P-1637,1070,CCTV-Otros materiales,Gl,1,7600,7600
P-1637,1071,Citofonía-Citófono Aiphone GT-1D,,1,19361,19361
P-1637,1072,Citofonía-Cableado Aiphone,,50,152,7600
P-1637,1073,Citofonía-Otros materiales,Gl,1,2694,2694
P-1637,1074,Detección de Incendio-Expansor de Zona DSC HSM2108,,1,15725,15725
P-1637,1075,Detección de Incendio-Sensor de Temperatura  2H,,1,5300,5300
P-1637,1076,Detección de Incendio-Sensor de Humo  4H,,5,5800,29000
P-1637,1077,Detección de Incendio-Palanca de Alarma acción simple,,1,7000,7000
P-1637,1078,Detección de Incendio-Sirena Estroboscópica,,1,2900,2900
P-1637,1079,Detección de Incendio-Sensor de Gas,,1,8000,8000
P-1637,1080,Detección de Incendio-Cableado,,305,180,54900
P-1637,1081,Detección de Incendio-Sensor de Ducto Hochiki,,1,76245,76245
P-1637,1082,Detección de Incendio-Tubo de prueba sensor de ducto,,1,1000,1000
P-1637,1083,Detección de Incendio-Otros materiales,Gl,1,26009,26009
P-1637,1084,MANO DE OBRA,Gl,1,125650,125650
P-1637,1085,SUPERVISION,Gl,1,25130,25130
P-1637,1086,CCTV-Cámara Domo Dahua HAC-HDW1000MN-0280B-S3,,2,9160,18320
P-1637,1087,CCTV-Balun,,2,2282,4564
P-1637,1088,CCTV-Cableado,,100,180,18000
P-1637,1089,CCTV-Otros materiales,Gl,1,2862,2862
P-1637,1090,MANO DE OBRA,Gl,1,30100,30100
P-1637,1091,SUPERVISION,Gl,1,6020,6020
P-1637,1092,Automatización de Portón-Control remoto,,154,6800,1047200
P-1637,1093,Automatización de Portón-Receptor Control remoto,,1,15000,15000
P-1637,1094,MANO DE OBRA,Gl,1,78070,78070
P-1637,1095,SUPERVISION,Gl,1,19467,19467
P-1638,1001,CCTV-DVR 32 canales HDCVI Dahua XVR4232AN-X,,1,121765,121765
P-1638,1002,CCTV-Cámara Domo Dahua HAC-HDBW1200RN-VF-S3A,,7,21901,153307
P-1638,1003,CCTV-Cámara Domo Ascensor Dahua HAC-HDBW1200RN-VF-S3A,,3,21901,65703
P-1638,1004,CCTV-Cámara Bullet Dahua HAC-HFW1200RN-VF-IRE6-S3,,21,23805,499905
P-1638,1005,CCTV-Balun,,31,2282,70742
P-1638,1006,CCTV-Fuente cámara,,7,25000,175000
P-1638,1007,"""CCTV-Monitor 26""""  """,,2,164000,328000
P-1638,1008,CCTV-Disco Duro 6T,,3,167983,503949
P-1638,1009,CCTV-Cableado,,1200,180,216000
P-1638,1010,CCTV-Cableado Vertical,,120,500,60000
P-1638,1011,CCTV-Cableado Cámara en Ascensor,,240,450,108000
P-1638,1012,CCTV-Otros materiales,Gl,1,161166,161166
P-1638,1013,Alarm-Central Robo e intrusión Paradox EVO192,,1,49210,49210
P-1638,1014,Alarm-Teclado Alarma DSC K656,,1,57890,57890
P-1638,1015,Alarm-Expansor de Zona DSC ZX8,,8,34950,279600
P-1638,1016,Alarm-Centralita Bosch DS3MX,,59,14600,861400
P-1638,1017,Alarm-Fuente de poder,,1,60000,60000
P-1638,1018,Alarm-Sensor Magnético Sobrepuesto Best Key BR-1012,,42,890,37380
P-1638,1019,Alarm-Sensor Magnético Embutido Best Key BS-2031,,59,1200,70800
P-1638,1020,Alarm-Cableado,,2100,180,378000
P-1638,1021,Alarm-Cableado Vertical,,100,500,50000
P-1638,1022,Alarm-Otros materiales,Gl,1,129100,129100
P-1638,1023,"Automat-Kit Portón batiente 1 hoja Hidraulico Velocidad 7,5mm/seg IP 55 ( 36 seg) FAAC 400 SBS",,1,473276,473276
P-1638,1024,Automat-Baliza calle conectada a portón interior  220v,,1,15000,15000
P-1638,1025,Automat-Fotocelda,,2,15000,30000
P-1638,1026,Automat-Botón Conserjería,,1,3629,3629
P-1638,1027,Automat-Control remoto,,61,4500,274500
P-1638,1028,Automat-Receptor Control remoto,,1,13500,13500
P-1638,1029,Automat-Cable,,200,150,30000
P-1638,1030,Automat-Otros materiales,Gl,1,58793,58793
P-1638,1031,CCAA-Tarjeta de Próximidad,,61,990,60390
P-1638,1032,CCAA-Lector Biométrico Dahua ASI1212A,,2,88150,176300
P-1638,1033,CCAA-Cableado,,100,180,18000
P-1638,1034,CCAA-Otros materiales,Gl,1,17828,17828
P-1638,1035,Detecc-Central Detección Bosch D9412 GV4,,1,243610,243610
P-1638,1036,Detecc-Teclado Alarma Bosch D1255RB,,1,101900,101900
P-1638,1037,Detecc-Expansor de Zona Bosch D8128D,,11,19900,218900
P-1638,1038,Detecc-Fuente de Poder,,1,70000,70000
P-1638,1039,Detecc-Palanca de Alarma acción simple Bosch FMM-100SATK,,27,18800,507600
P-1638,1040,Detecc-Sensor de gas Bosch D382,,2,94220,188440
P-1638,1041,Detecc-Cableado,,2200,180,396000
P-1638,1042,Detecc-Cableado Vertical,,120,500,60000
P-1638,1043,Detecc-Modulo de relé Bosch,,1,55000,55000
P-1638,1044,Detecc-Sensor CO Bosch FCC-380,,1,71140,71140
P-1638,1045,Detecc-Sensor de temperatura Honeywell 503,,3,7024,21072
P-1638,1046,Detecc-Sensor de Humo System Sensor 4W-B,,115,22474,2584510
P-1638,1047,Detecc-Sirena Estroboscópica System Sensor P2RL-SP,,36,23796,856656
P-1638,1048,Detecc-Otros materiales,Gl,1,376238,376238
P-1638,1049,Citof-CENTRAL DIGITAL CONSERJE VX 2210 Videx,,1,265000,265000
P-1638,1050,Citof-FUENTE DE PODER VX521-B Videx,,5,42500,212500
P-1638,1051,Citof-CITOFONO DIGITAL 2 HILOS Videx,,146,16500,2409000
P-1638,1052,Citof-PORTERO DIGITAL 1BOTON VX8203-1/A Videx,,4,61000,244000
P-1638,1053,Citof-SOPORTE FRONTAL Videx,,4,18000,72000
P-1638,1054,Citof-MARCO ANTILLUVIA 1 MODULO  Videx,,4,19000,76000
P-1638,1055,Citof-Cableado,,3900,145,565500
P-1638,1056,Citof-Cableado Vertical,,120,157,18840
P-1638,1057,Citof-Destrabador,,4,40000,160000
P-1638,1058,Citof-Pulsador Conserjería,,3,3629,10887
P-1638,1059,Citof-Pulsador Puerta Metálico Secolarm SD-7202GC-PEQ,,2,11100,22200
P-1638,1060,Citof-Otros materiales,Gl,1,283959,283959
P-1638,1061,MANO DE OBRA,Gl,1,4431305,4431305
P-1638,1062,SUPERVISION,Gl,1,1149744,1149744
P-1638,1063,Cableado Citofonos Ascensores Duplex-Cableado Citófonos Ascensores Duplex hasta Conserjería,,305,450,137250
P-1638,1064,Cableado Citofonos Ascensores Duplex-Otros materiales,Gl,1,19215,19215
P-1638,1065,Cableado Citofonos Ascensor Comercial-Cableado Citófono Ascensor Comercial hasta Conserjería,,150,450,67500
P-1638,1066,Cableado Citofonos Ascensor Comercial-Otros materiales,Gl,1,4725,4725
P-1638,1067,MANO DE OBRA,Gl,1,243003,243003
P-1638,1068,SUPERVISION,Gl,1,60593,60593
P-1638,1069,"Automatización de Portón-Kit Portón batiente 1 hoja Hidraulico Velocidad 7,5mm/seg IP 55 ( 36 seg) FAAC 400 SBS",,-1,400000,-400000
P-1638,1070,"Automatización de Portón-Kit Portón batiente 2 hojas 3m (2 BRAZOS,CENTRAL ALCOR N, ELECTROCER. EBP Y 2 TX) FAAC 422 SB",,1,700000,700000
P-1638,1071,Automatización de Portón-Cableado,,100,170,17000
P-1638,1072,Automatización de Portón-Otros materiales,Gl,1,23585,23585
P-1638,1073,MANO DE OBRA,Gl,1,65284,65284
P-1638,1074,SUPERVISION,Gl,1,16279,16279
P-1639,1001,Automatiz-Kit Portón corredera FAAC 844,,1,427193,427193
P-1639,1002,Automatiz-Baliza calle conectada a barrera interior  220v,,1,15000,15000
P-1639,1003,Automatiz-Fotocelda,,1,15000,15000
P-1639,1004,Automatiz-Control remoto 1 Botón,,92,4800,441600
P-1639,1005,Automatiz-Receptor Control remoto,,1,12000,12000
P-1639,1006,Automatiz-Cable,,150,180,27000
P-1639,1007,Automatiz-Otros materiales,Gl,1,65646,65646
P-1639,1008,CCTV-DVR 32 canales HDCVI Dahua XVR4232AN-X,,2,121765,243530
P-1639,1009,CCTV-Cámara Domo Dahua HAC-HDBW1100RN-VF-S3,,13,19748,256724
P-1639,1010,CCTV-Cámara Domo Ascensor Dahua HAC-HDBW1100RN-VF-S3,,2,19748,39496
P-1639,1011,CCTV-Cámara Bullet Interior Dahua HAC-HFW1000RMN-0280B-S3,,7,8739,61173
P-1639,1012,CCTV-Cámara Bullet Exterior Dahua HAC-HFW1100RN-VF-IRE6-S3,,17,20840,354280
P-1639,1013,CCTV-Balun,,39,2282,88998
P-1639,1014,CCTV-Fuente cámara,,5,25000,125000
P-1639,1015,"""CCTV-Monitor 32""""  """,,2,135000,270000
P-1639,1016,CCTV-Disco Duro  4TB,,2,104958,209916
P-1639,1017,CCTV-Cableado,,2000,150,300000
P-1639,1018,CCTV-Cableado Vertical,,20,500,10000
P-1639,1019,CCTV-UPS,,2,88938,177876
P-1639,1020,CCTV-Cableado Ascensor,,150,450,67500
P-1639,1021,CCTV-Otros materiales,Gl,1,154315,154315
P-1639,1022,Robo-Central Detección e intrusión DSC Neo,,1,107100,107100
P-1639,1023,Robo-Teclado Alarma DSC Neo,,1,47515,47515
P-1639,1024,Robo-Expansor de Zona DSC Neo,,10,15725,157250
P-1639,1025,Robo-Centralita Bosch DS3MX,,68,14500,986000
P-1639,1026,Robo-Fuente de poder,,1,80000,80000
P-1639,1027,Robo-Sensor Magnético Sobrepuesto,,108,580,62640
P-1639,1028,Robo-Sensor Magnético Embutido,,106,600,63600
P-1639,1029,Robo-Cableado,,3056,150,458400
P-1639,1030,Robo-Cableado Vertical,,60,500,30000
P-1639,1031,Robo-Botón de Emergencia Seco - Larm,,68,850,57800
P-1639,1032,Robo-Otros materiales,Gl,1,143521,143521
P-1639,1033,Cerco-Metro lineal de cerco  6 hebras,,320,2800,896000
P-1639,1034,Cerco-Energizador Stafix 4J2S,,1,245600,245600
P-1639,1035,Cerco-Gabinete,,1,40000,40000
P-1639,1036,Cerco-Sirena c/baliza (incluye gabinete protección intemperie),,1,12000,12000
P-1639,1037,Cerco-Letreros Advertencia,,33,750,24750
P-1639,1038,Cerco-Batería  12V 7Ah,,1,10000,10000
P-1639,1039,Cerco-Inscripción SEC,,1,100000,100000
P-1639,1040,Cerco-Central Alarma con teclado Paradox SP4000,,1,55000,55000
P-1639,1041,Cerco-Teclado Energezador Stafix EMU,,1,81800,81800
P-1639,1042,Cerco-Otros materiales,Gl,1,58606,58606
P-1639,1043,Porteros-Central Portería Aiphone Lef 5,,1,57233,57233
P-1639,1044,Porteros-Central Portería Aiphone Lef 10,,1,69586,69586
P-1639,1045,Porteros-Portero de entrada Aiphone Le-da,,15,19764,296460
P-1639,1046,Porteros-Fuente para Central Aiphone PS/12,,2,26352,52704
P-1639,1047,Porteros-Cableado Porteros,,700,150,105000
P-1639,1048,Porteros-Destrabador,,13,45000,585000
P-1639,1049,Porteros-Pulsador Puerta Metálico Secolarm PB-41,,13,7650,99450
P-1639,1050,Porteros-Otros materiales,Gl,1,88580,88580
P-1639,1051,Citof-Citófono Aiphone GT-1D,,136,18940,2575840
P-1639,1052,Citof-Central Aiphone GT-MK,,1,196537,196537
P-1639,1053,Citof-Fuente Aiphone IQ-PS/2420S,,5,48998,244990
P-1639,1054,Citof-Unidad de control Bus Aiphone IN-000GT/BC,,3,21823,65469
P-1639,1055,Citof-Modulo de expansión Aiphone GT-BCX,,1,144672,144672
P-1639,1056,Citof-Cableado Aiphone,,2456,148,363488
P-1639,1057,Citof-Cableado Vertical,,50,161,8050
P-1639,1058,Citof-Otros materiales,Gl,1,161985,161985
P-1639,1059,Antena Verti-Antena TV Digital D-12,,1,12316,12316
P-1639,1060,Antena Verti-Balun Exterior Reforzado,,1,432,432
P-1639,1061,Antena Verti-Set Fijaciones para Antena,,1,5250,5250
P-1639,1062,"""Antena Verti-Dupla de Mástil 3 Mts 1 1/4""""  """,,1,4725,4725
P-1639,1063,Antena Verti-Perno Anclaje 6mm,,6,472,2832
P-1639,1064,Antena Verti-Trampa FM -20dB,,1,5134,5134
P-1639,1065,Antena Verti-Filtro pasa señal Digital,,1,43680,43680
P-1639,1066,Antena Verti-Caja Metálica para Amplificador con Cordón y Enchufes,,1,13125,13125
P-1639,1067,Antena Verti-Amplificador Troncal de Potencia 30dB 220V 50W,,1,191473,191473
P-1639,1068,Antena Verti-Splitter 2 Salidas Troncal 1 GHz,,6,2625,15750
P-1639,1069,Antena Verti-Splitter Red 4 Salidas 1 GHz,,1,3780,3780
P-1639,1070,Antena Verti-Splitter Red 3 Salidas 1 GHz,,2,3360,6720
P-1639,1071,"Antena Verti-Splitter Red 8 Salidas 1,2 GHz",,1,4442,4442
P-1639,1072,"Antena Verti-Splitter Red 6 Salidas 1,2 GHz",,10,4336,43360
P-1639,1073,Antena Verti-Conector GF-6 Gilbert,,50,126,6300
P-1639,1074,Antena Verti-Mts de Cable Coaxial RG-6U 3 GHz,,100,178,17800
P-1639,1075,Antena Verti-Otros materiales,Gl,1,7544,7544
P-1639,1076,Antena Horizo-Splitter 2 Salidas 1 Ghz,,13,256,3328
P-1639,1077,Antena Horizo-Splitter 3 Salidas 1 Ghz,,97,798,77406
P-1639,1078,Antena Horizo-Conector GF-59 Gilbert,,427,126,53802
P-1639,1079,Antena Horizo-Mts de Cable Coaxial hasta closet,,2200,105,231000
P-1639,1080,Antena Horizo-Otros materiales,Gl,1,12794,12794
P-1639,1081,Detec-Gabinete Central,,1,9265,9265
P-1639,1082,Detec-Central Detección DSC HS2128PCBSPA,,1,107100,107100
P-1639,1083,Detec-Teclado Alarma DSC HS2LCD,,1,47515,47515
P-1639,1084,Detec-Expansor de Zona DSC HSM2108,,12,15725,188700
P-1639,1085,Detec-Sensor de Temperatura Edwards 281B-PL,,59,8620,508580
P-1639,1086,Detec-Sensor de Humo ATS SNC-300-SR,,127,8340,1059180
P-1639,1087,Detec-Fuente poder,,1,120000,120000
P-1639,1088,Detec-Palanca de Alarma acción simple Mircom MS-401SU,,15,10400,156000
P-1639,1089,Detec-Sirena Estroboscópica System Sensor P2RL-SP,,15,24300,364500
P-1639,1090,Detec-Sensor de gas BestKey GD-518LR,,1,21850,21850
P-1639,1091,Detec-Cableado,,3100,180,558000
P-1639,1092,Detec-Cableado Vertical,,60,500,30000
P-1639,1093,Detec-Modulo de relé DSC HSM2204,,1,41565,41565
P-1639,1094,Detec-Otros materiales,Gl,1,160613,160613
P-1639,1095,MANO DE OBRA,Gl,1,6613676,6613676
P-1639,1096,SUPERVISION,Gl,1,1715981,1715981
P-1639,1097,Alarma contra robo e intrusión-Expansor de Zona DSC Neo,,0,0,0
P-1639,1098,Alarma contra robo e intrusión-Sensor Magnético Embutido,,0,0,0
P-1639,1099,Alarma contra robo e intrusión-Cableado,,0,0,0
P-1639,1100,Alarma contra robo e intrusión-Otros materiales,Gl,0,0,0
P-1639,1101,Porteros-Portero de entrada Aiphone Le-da,,-1,19764,-19764
P-1639,1102,Porteros-Cableado Porteros,,-50,150,-7500
P-1639,1103,Porteros-Destrabador,,-2,45000,-90000
P-1639,1104,Porteros-Pulsador Puerta Metálico Secolarm PB-41,,-2,7650,-15300
P-1639,1105,Citofonía-Modificación Citófonos de Departamento,,5,12352,61760
P-1639,1106,Citofonía-Citófono Modificado Terraza Aiphone GT-1D,,5,31293,156465
P-1639,1107,Citofonía-Intercomunicación Aiphone GT-MK,,5,2,10
P-1639,1108,Citofonía-Cableado Aiphone,,200,148,29600
P-1639,1109,Citofonía-Caja Citófono Terraza,,5,15000,75000
P-1639,1110,Citofonía-Otros materiales,Gl,1,14530,14530
P-1639,1111,Antena Horizontal TV-FM-Splitter 3 Salidas 1 Ghz,,0,0,0
P-1639,1112,Antena Horizontal TV-FM-Conector GF-59 Gilbert,,0,0,0
P-1639,1113,Antena Horizontal TV-FM-Mts de Cable Coaxial hasta closet,,0,0,0
P-1639,1114,Antena Horizontal TV-FM-Otros materiales,Gl,0,0,0
P-1639,1115,Detec-Gabinete Central,,1,9265,9265
P-1639,1116,Detec-Central Detección DSC HS2128PCBSPA,,1,107100,107100
P-1639,1117,Detec-Teclado Alarma DSC HS2LCD,,1,47515,47515
P-1639,1118,Detec-Expansor de Zona DSC HSM2108,,9,15725,141525
P-1639,1119,Detec-Sensor de Temperatura Edwards 281B-PL,,-2,8620,-17240
P-1639,1120,Detec-Sensor de Humo ATS SNC-300-SR,,70,8340,583800
P-1639,1121,Detec-Cableado,,1830,180,329400
P-1639,1122,Detec-Cableado Vertical,,60,500,30000
P-1639,1123,Detec-Otros materiales,Gl,1,61568,61568
P-1639,1124,MANO DE OBRA,Gl,1,759610,759610
P-1639,1125,SUPERVISION,Gl,1,197088,197088
P-1639,1126,CCTV-Cámara Bullet Exterior Dahua HAC-HFW1100RN-VF-IRE6-S3,,2,20840,41680
P-1639,1127,CCTV-Balun,,2,2282,4564
P-1639,1128,CCTV-Fuente cámara,,1,25000,25000
P-1639,1129,CCTV-Cableado,,150,150,22500
P-1639,1130,CCTV-Otros materiales,Gl,1,13124,13124
P-1639,1131,Porteros-Central Portería Aiphone Lef 5,,-1,57233,-57233
P-1639,1132,Porteros-Central Portería Aiphone Lef 10,,1,69586,69586
P-1639,1133,Porteros-Portero de entrada Aiphone Le-da,,1,19764,19764
P-1639,1134,Porteros-Cableado Porteros,,100,150,15000
P-1639,1135,Porteros-Destrabador,,1,45000,45000
P-1639,1136,Porteros-Pulsador Puerta Metálico Secolarm PB-41,,1,7650,7650
P-1639,1137,Porteros-Otros materiales,Gl,1,13967,13967
P-1639,1138,MANO DE OBRA,Gl,1,83620,83620
P-1639,1139,SUPERVISION,Gl,1,21696,21696
P-1639,1140,"Cambio Automatización-Kit Portón corredera (9,5 m/min) FAAC 844",,-1,427193,-427193
P-1639,1141,Cambio Automatización-Baliza,,1,15000,15000
P-1639,1142,Cambio Automatización-Kit Portón Corredera Alta Velocidad (42 m/min) NICE RUN 400 kg,,1,592000,592000
P-1639,1143,Cambio Automatización-Otros materiales,Gl,1,25173,25173
P-1639,1144,MANO DE OBRA,,1,7502,7502
P-1639,1145,SUPERVISION,,1,1871,1871
P-1639,1146,SUPERVISION,Gl,1,13835,13835
P-1640,1001,"CCTV-Camara domo Varifocal 2,8-12 mm antivandalica IR 40mts  DS-2CE56C0T-VPIR3F",,34,20925,711450
P-1640,1002,CCTV-Camara PTZ IR 100mts 1080p   IP66  DS-2AE4223TI-D,,1,185625,185625
P-1640,1003,CCTV-DVR 16 CH   DS-7216HGHI-F2,,3,67500,202500
P-1640,1004,CCTV-Fuente de poder  12VDC,,16,14000,224000
P-1640,1005,"""CCTV-Monitor LCD, incluye soporte  21""""""",,3,75000,225000
P-1640,1006,CCTV-Disco Duro  3TB,,3,115000,345000
P-1640,1007,CCTV-Cableado,,2095,200,419000
P-1640,1008,CCTV-Joystick  DS-1006KI,,1,135000,135000
P-1640,1009,CCTV-Bastidor,,1,90000,90000
P-1640,1010,CCTV-energizador,,1,17000,17000
P-1640,1011,CCTV-Ventilador,,1,9000,9000
P-1640,1012,CCTV-Router de enlace   comunicación c/sede,,1,200000,200000
P-1640,1013,CCTV-Interface por central a Sistema C4  xdvr,,3,280665,841995
P-1640,1014,CCTV-Otros materiales,Gl,1,276681,276681
P-1640,1015,Deteccion y alarma de Incendio-Sensor de Temperatura Hochiki ATG-EA,,1,28755,28755
P-1640,1016,Deteccion y alarma de Incendio-Sensor de Humo Hochiki ALN-V,,88,26325,2316600
P-1640,1017,Deteccion y alarma de Incendio-Palanca Manual de incendio Hochiki DCP-AMS,,9,37665,338985
P-1640,1018,Deteccion y alarma de Incendio-Sirena,,9,15000,135000
P-1640,1019,Deteccion y alarma de Incendio-Boton de Panico,,3,2000,6000
P-1640,1020,Deteccion y alarma de Incendio-Modulo de Monitoreo (mini) Hochiki FRCME-M,,5,17820,89100
P-1640,1021,Deteccion y alarma de Incendio-Central de Incendio Hochiki FIRENET2127,,1,850500,850500
P-1640,1022,Deteccion y alarma de Incendio-Teclado Hochiki FNLCD,,1,202500,202500
P-1640,1023,Deteccion y alarma de Incendio-Cableado  AWG18,,1700,180,306000
P-1640,1024,Deteccion y alarma de Incendio-Interface por central a Sistema C4,,1,510300,510300
P-1640,1025,Deteccion y alarma de Incendio-Extintor PQS  6kg,,10,15000,150000
P-1640,1026,Deteccion y alarma de Incendio-Gabinete Extintor  6kg,,17,22000,374000
P-1640,1027,Deteccion y alarma de Incendio-Otros materiales,Gl,1,355891,355891
P-1640,1028,Alarma robo e intrusion-Sensor de Movimiento   360°,,5,25000,125000
P-1640,1029,Alarma robo e intrusion-Sensor Magnetico  Puerta,,17,1000,17000
P-1640,1030,Alarma robo e intrusion-Boton de panico,,3,2000,6000
P-1640,1031,Alarma robo e intrusion-Mini Central de Alarma  Bosch DS3MX,,1,15000,15000
P-1640,1032,Alarma robo e intrusion-Central de Robo  Honeywell Vista 128,,1,184680,184680
P-1640,1033,Alarma robo e intrusion-Teclado robo Honeywell 6280W,,1,155925,155925
P-1640,1034,Alarma robo e intrusion-Modulo expansion Honeywell 4208SN,,1,27540,27540
P-1640,1035,Alarma robo e intrusion-Cableado sistema intrusion,,230,200,46000
P-1640,1036,Alarma robo e intrusion-Sistema seguridad activos,,3,1000000,3000000
P-1640,1037,Alarma robo e intrusion-Interface por central a Sistema C4,,1,174150,174150
P-1640,1038,Alarma robo e intrusion-Cablle IP/232,,3,90000,270000
P-1640,1039,Alarma robo e intrusion-Otros materiales,Gl,1,69881,69881
P-1640,1040,Control de Acceso-Controladora ZK Inbio 160,,2,130000,260000
P-1640,1041,Control de Acceso-Lector de Proximidad ZK KR100E,,2,32000,64000
P-1640,1042,Control de Acceso-Boton de Apertura,,2,7800,15600
P-1640,1043,Control de Acceso-Traba Electromagnetica,,2,47000,94000
P-1640,1044,"""Control de Acceso-PC CCAA, Incluye monitor 42""""  I5""",,1,660000,660000
P-1640,1045,Control de Acceso-Software de integracion  C4,,1,1458000,1458000
P-1640,1046,Control de Acceso-Tarjeta de proximidad,,50,1000,50000
P-1640,1047,Control de Acceso-Cableado,,200,200,40000
P-1640,1048,Control de Acceso-Interface por central a Sistema C4,,2,48600,97200
P-1640,1049,Control de Acceso-Otros materiales,Gl,1,191716,191716
P-1640,1050,Sistema de Audiodifusion-Parlante de Audioevacuacion Optimus A-256ATP,,15,10944,164160
P-1640,1051,Sistema de Audiodifusion-Fuente de poder  24V 2amp,,1,30000,30000
P-1640,1052,Sistema de Audiodifusion-Etapa de Poder Optimus UP-67M4,,1,523908,523908
P-1640,1053,Sistema de Audiodifusion-Matriz de Audiodifusion  Optimus COMPACT,,1,1469232,1469232
P-1640,1054,Sistema de Audiodifusion-Pupitre Microfonico Optimus MD-30,,1,436118,436118
P-1640,1055,Sistema de Audiodifusion-Tarjeta expansion  Optimus UMX-SA,,1,243504,243504
P-1640,1056,Sistema de Audiodifusion-Rack Comunicación,,1,80000,80000
P-1640,1057,Sistema de Audiodifusion-energizador,,1,18000,18000
P-1640,1058,Sistema de Audiodifusion-Ventilador,,1,8000,8000
P-1640,1059,Sistema de Audiodifusion-Cableado audiodifusion,,450,230,103500
P-1640,1060,Sistema de Audiodifusion-Otros materiales,Gl,1,194168,194168
P-1640,1061,Gastos Generales Directos-Fletes y traslados,,2,200000,400000
P-1640,1062,Gastos Generales Directos-Alojamiento,,2,500000,1000000
P-1640,1063,Gastos Generales Directos-Movilización,,2,450000,900000
P-1640,1064,Gastos Generales Directos-Pasajes,,2,1000000,2000000
P-1640,1065,Gastos Generales Directos-Alimentación,,2,420000,840000
P-1640,1066,Gastos Generales Directos-Planos as built y manuales,,1,160000,160000
P-1640,1067,Gastos Generales Directos-Capacitacion en terreno,,1,470000,470000
P-1640,1068,Gastos Generales Directos-Profesional de terreno,,1,1200000,1200000
P-1640,1069,Gastos Generales Directos-Otros materiales,Gl,1,348500,348500
P-1640,1070,MANO DE OBRA,Gl,1,1908830,1908830
P-1640,1071,SUPERVISION,Gl,1,361130,361130
P-1640,1072,"AD.CCTV-Camara tipo Bullet, varifocal 2,8-12mm IR 40mts  DS-2CE16C0T-VFIR3F",15,20000,300000,
P-1640,1073,AD.Deteccion y alarma de Incendio-Sensor de gas licuado   convencional,2,45000,90000,
P-1640,1074,AD.Deteccion y alarma de Incendio-Extintor CO2  5kg,7,40000,280000,
P-1640,1075,AD.TALLERES camara tipo bullet DS-2CE16COT,5,20000,100000,
P-1640,1076,AD.TALLERES DVR 16 CH DS-7216HGHI-F2,1,67500,67500,
P-1640,1077,AD.TALLERES Fuente de poder,2,14000,28000,
P-1640,1078,AD.TALLERES Monitor LCD,1,75000,75000,
P-1640,1079,AD.TALLERES Disco Duro 3TB,1,115000,115000,
P-1640,1080,AD.TALLERES Cableado,580,200,116000,
P-1640,1081,AD.TALLERES BALUN,5,4000,20000,
P-1640,1082,AD.TALLERES Interface C4,1,280665,280665,
P-1640,1083,AD.TALLERES otros materiales,1,80216,80216,
P-1640,1084,AD.TALLERES Gastos g directos,1,470000,470000,
P-1640,1085,AD.TALLERES otros mat,1,21150,21150,
P-1640,1086,AD.TALLERES M.O.,1,173530,173530,
P-1640,1087,"AD.TALLERES , supervision",1,32830,32830,
